               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 308,            0.012597,            0.011892,          0.00091437,             0.86289,             0.80986,              0.8224,             0.55494,             0.02116,            0.023752,            0.003698,           0.0094868,           0.0094868,           0.0094868
                 309,            0.012475,            0.011881,           0.0011706,             0.87096,             0.80425,             0.83623,             0.56242,              0.0212,            0.023989,           0.0038612,           0.0094835,           0.0094835,           0.0094835
                 310,            0.013647,            0.011345,          0.00091232,             0.87607,             0.80132,             0.83318,             0.55687,             0.02165,            0.024142,             0.00386,           0.0094802,           0.0094802,           0.0094802
                 311,            0.012458,            0.011485,           0.0010989,             0.90971,              0.7714,             0.82885,             0.54725,            0.021612,            0.023777,           0.0044932,           0.0094769,           0.0094769,           0.0094769
                 312,            0.011815,            0.011943,           0.0012136,             0.90501,             0.79382,             0.82381,             0.54686,            0.021464,            0.024594,           0.0043827,           0.0094736,           0.0094736,           0.0094736
                 313,            0.012205,            0.011607,          0.00092759,             0.88459,             0.80887,              0.8291,             0.55678,            0.021397,            0.024284,           0.0039959,           0.0094703,           0.0094703,           0.0094703
                 314,            0.012536,            0.011522,          0.00086547,             0.87066,             0.82997,             0.83469,             0.55742,            0.021476,             0.02424,           0.0040811,            0.009467,            0.009467,            0.009467
                 315,            0.012033,            0.011359,          0.00076226,             0.91341,             0.77009,             0.81745,             0.55493,            0.021344,            0.024434,           0.0037528,           0.0094636,           0.0094636,           0.0094636
                 316,            0.011868,             0.01176,           0.0010099,             0.91413,             0.76737,              0.8063,              0.5458,            0.021456,            0.024385,           0.0038378,           0.0094603,           0.0094603,           0.0094603
                 317,             0.01222,            0.010497,          0.00093629,             0.89851,             0.77356,             0.80265,             0.53388,            0.021361,            0.024435,           0.0044047,           0.0094569,           0.0094569,           0.0094569
                 318,            0.013193,            0.011837,           0.0009974,             0.89059,             0.79098,             0.81976,             0.53943,            0.021326,            0.024141,           0.0046047,           0.0094536,           0.0094536,           0.0094536
                 319,             0.01214,            0.010999,          0.00091111,             0.87744,             0.80517,             0.82159,             0.55177,            0.021589,            0.024479,           0.0054053,           0.0094502,           0.0094502,           0.0094502
                 320,            0.012808,            0.011568,           0.0007333,             0.93746,             0.78096,             0.83724,             0.56175,            0.021443,            0.024163,           0.0048633,           0.0094468,           0.0094468,           0.0094468
                 321,            0.012359,            0.011133,           0.0010347,             0.88194,             0.81682,             0.82462,             0.54989,            0.021379,            0.024171,           0.0040821,           0.0094434,           0.0094434,           0.0094434
                 322,             0.01244,            0.011926,          0.00094465,             0.92534,             0.80565,             0.83776,             0.56554,             0.02103,            0.023924,           0.0035919,             0.00944,             0.00944,             0.00944
                 323,            0.011963,            0.010729,          0.00085941,             0.93356,             0.79013,             0.84389,             0.56632,            0.021062,            0.023994,           0.0036276,           0.0094365,           0.0094365,           0.0094365
                 324,            0.011699,            0.011039,          0.00077154,             0.91535,             0.81934,             0.84536,             0.56705,            0.021237,            0.024132,           0.0037572,           0.0094331,           0.0094331,           0.0094331
                 325,            0.011716,            0.010973,           0.0011992,             0.90719,             0.78944,             0.82986,              0.5565,            0.021607,            0.024693,           0.0037921,           0.0094297,           0.0094297,           0.0094297
                 326,            0.011805,            0.010935,           0.0010279,             0.90603,             0.78719,             0.82592,             0.54413,            0.021617,            0.025026,           0.0043646,           0.0094262,           0.0094262,           0.0094262
                 327,            0.012584,            0.011724,          0.00096244,             0.89748,             0.78586,             0.83071,             0.54649,            0.021624,            0.024867,            0.004004,           0.0094228,           0.0094228,           0.0094228
                 328,             0.01209,            0.011315,           0.0010672,             0.93419,             0.73618,             0.81646,              0.5322,            0.021321,            0.024681,           0.0044821,           0.0094193,           0.0094193,           0.0094193
                 329,            0.011981,            0.010774,            0.001286,             0.89615,             0.74887,             0.79725,             0.51528,            0.021478,            0.024826,           0.0045738,           0.0094158,           0.0094158,           0.0094158
                 330,            0.012049,            0.012201,           0.0013413,              0.8874,             0.73565,             0.80092,             0.52182,            0.021416,            0.024363,            0.004767,           0.0094123,           0.0094123,           0.0094123
                 331,            0.013068,            0.011797,           0.0010574,             0.88825,             0.80251,             0.82051,             0.54789,            0.021583,            0.024398,            0.003822,           0.0094088,           0.0094088,           0.0094088
                 332,            0.012152,            0.011517,           0.0012212,             0.85383,             0.79918,             0.82678,             0.54787,            0.021643,            0.025162,           0.0035957,           0.0094053,           0.0094053,           0.0094053
                 333,            0.011943,            0.011672,           0.0010082,             0.87894,             0.74899,             0.81302,             0.54255,            0.021478,            0.024951,           0.0036569,           0.0094018,           0.0094018,           0.0094018
                 334,            0.012273,            0.012093,           0.0012043,             0.90311,             0.73292,              0.8156,             0.54131,            0.021628,             0.02434,           0.0042273,           0.0093983,           0.0093983,           0.0093983
                 335,            0.011693,            0.011384,           0.0013469,             0.85049,             0.78073,             0.81246,             0.53935,            0.021583,            0.024317,           0.0048014,           0.0093948,           0.0093948,           0.0093948
                 336,            0.012638,            0.011419,           0.0010045,             0.89296,             0.76232,             0.81969,             0.54065,            0.021418,            0.024155,           0.0040948,           0.0093912,           0.0093912,           0.0093912
                 337,            0.012711,             0.01158,           0.0019978,             0.90009,             0.76683,              0.8192,             0.54435,             0.02139,             0.02412,           0.0039495,           0.0093877,           0.0093877,           0.0093877
                 338,             0.01331,            0.012886,           0.0011163,             0.87056,             0.79206,             0.82273,             0.54668,            0.021525,            0.024535,           0.0035352,           0.0093841,           0.0093841,           0.0093841
                 339,            0.012795,             0.01279,           0.0017175,             0.90262,             0.80482,             0.83836,             0.55175,            0.021561,            0.024784,           0.0033797,           0.0093805,           0.0093805,           0.0093805
                 340,            0.012344,            0.012097,             0.00144,             0.90763,             0.76374,              0.8096,              0.5412,            0.021835,            0.024483,           0.0044292,           0.0093769,           0.0093769,           0.0093769
                 341,            0.013052,            0.013207,           0.0023275,             0.91185,             0.71736,             0.77456,             0.50326,               0.022,            0.024214,           0.0048285,           0.0093733,           0.0093733,           0.0093733
                 342,            0.014857,            0.015764,           0.0029195,             0.86377,             0.75721,             0.78168,             0.50984,            0.022196,            0.022641,           0.0043258,           0.0093697,           0.0093697,           0.0093697
                 343,            0.014737,             0.01663,           0.0026035,             0.90182,             0.75097,             0.81827,              0.5283,            0.021823,             0.02175,           0.0036631,           0.0093661,           0.0093661,           0.0093661
                 344,            0.015389,             0.01709,           0.0019411,             0.93742,             0.75905,             0.84447,             0.53779,            0.021827,            0.020882,           0.0032106,           0.0093625,           0.0093625,           0.0093625
